date_range,title,url
18/05/2022 - 16/06/2022,Mua vé máy bay Bamboo - Giảm tới 10%,https://vnptpay.vn/web/khuyenmai/Bamboo_052022
16/05/2022 - 22/07/2022,VAY CÓ LIỀN - HOÀN TIỀN TỚI 200.000Đ,https://vnptpay.vn/web/khuyenmai/SHB_052022
15/05/2022 - 15/06/2022,GIẢM NGAY 164.000Đ CHO CÁC GÓI ELSA PRO ,https://vnptpay.vn/web/khuyenmai/Elsa164_052022
15/05/2022 - 15/06/2022,GIẢM 50% GÓI ELSA PRO TRỌN ĐỜI ,https://vnptpay.vn/web/khuyenmai/Elsa50_052022
02/05/2022 - 31/05/2022,SEA GAMES THẢ GA - GIẢM NỬA GIÁ MyTV,https://vnptpay.vn/web/khuyenmai/goicuocMyTV_052022
09/05/2022,VNPT tưng bừng ưu đãi chào đón SEA Games 31,https://vnptpay.vn/web/khuyenmai/vnpt_seagames31
06/05/2022 - 31/07/2022,Tặng tới 4 tháng ưu đãi hoá đơn VNPT,https://vnptpay.vn/web/khuyenmai/HD_052022
06/05/2022 - 31/08/2022,Mở Mobile Money - Nhận quà như ý,https://vnptpay.vn/web/khuyenmai/mm_052022
25/04/2022,VI VU KHẮP CHỐN - MỪNG HỘI RỘN RÀNG VỚI VNPT MONEY,https://vnptpay.vn/web/khuyenmai/munglehoiT4
31/03/2022,THÔNG BÁO ĐIỀU CHỈNH BIỂU PHÍ DỊCH VỤ MOBILE MONEY DÀNH CHO KHÁCH HÀNG CÁ NHÂN,https://vnptpay.vn/web/khuyenmai/updatebieuphiMM
01/04/2022 - 30/06/2022,Tặng 30.000đ thanh toán hoá đơn VNPT ,https://vnptpay.vn/web/khuyenmai/HD_042022
10/03/2022,"Hệ sinh thái tài chính số VNPT Money: Đơn giản, an toàn, tiện lợi",https://vnptpay.vn/web/khuyenmai/hesinhthai_vnptmoney
10/03/2022 - 09/06/2022,Vài lời giới thiệu - Tiền triệu về tay,https://vnptpay.vn/web/khuyenmai/gioithieu_vietlott
10/03/2022,CÓ VNPT MONEY - DÙNG LÀ ƯU ĐÃI,https://vnptpay.vn/web/khuyenmai/uudaiT3
08/03/2022,"COMBO ƯU ĐÃI ""PHỤ NỮ LÀ ĐỂ YÊU THƯƠNG""",https://vnptpay.vn/web/khuyenmai/combo8_3
08/03/2022 - 30/04/2022,"Bay cùng Vietjet, thêm ưu đãi 50%",https://vnptpay.vn/web/khuyenmai/Vietjet_032022
11/03/2022 - 11/04/2022,Mở Mobile Money - Nhận quà như ý,https://vnptpay.vn/web/khuyenmai/mm_032022
05/03/2022 - 30/04/2022,Chào xuân mới - Nhận ưu đãi tới 50% từ bảo hiểm VietinBank,https://vnptpay.vn/web/khuyenmai/VBI_032022
08/03/2022 - 30/04/2022,Ưu đãi tới 10% nạp tiền di động VinaPhone,https://vnptpay.vn/web/khuyenmai/Topup_032022
08/03/2022 - 31/03/2022,Ưu đãi tới 50% hóa đơn VNPT,https://vnptpay.vn/web/khuyenmai/HD_032022
20/01/2022 - 28/02/2022,30 NGÀY XEM PHIM MIỄN PHÍ VỚI HBO GO,https://vnptpay.vn/web/khuyenmai/mytv2_012022
10/02/2022 - 28/02/2022,Ưu đãi tới 50% hóa đơn VNPT,https://vnptpay.vn/web/khuyenmai/HD_022022
21/01/2022,VNPT Pay ra mắt tính năng mới: Mở tài khoản Vietinbank ngay trên ví điện tử,https://vnptpay.vn/web/khuyenmai/vietinbank_motk
14/01/2022 - 28/02/2022,Ưu đãi gói cước VinaPhone và DigiLife trên VNPT Pay,https://vnptpay.vn/web/khuyenmai/VNP_Digi_012022
05/01/2022 - 31/01/2022,"Chào 2022, Truyền hình MyTV tung đợt khuyến mãi mới hấp dẫn",https://vnptpay.vn/web/khuyenmai/mytv_012022
10/01/2022,SIÊU TO KHỔNG LỒ NẠP TIỀN DI ĐỘNG VINAPHONE,https://vnptpay.vn/web/khuyenmai/topupNV_012022
07/01/2022 - 30/01/2022,Ưu đãi tới 50% hóa đơn VNPT,https://vnptpay.vn/web/khuyenmai/HD_012022
07/01/2022 - 31/01/2022,Ưu đãi tới 10% nạp tiền di động VinaPhone,https://vnptpay.vn/web/khuyenmai/topup_012022
08/01/2022 - 07/02/2022,Đặt Loship trên ứng dụng VNPT Pay giảm 10.000đ,https://vnptpay.vn/web/khuyenmai/Loship_012022
15/12/2021 - 14/02/2022,"QUÀ TẶNG VÔ HẠN, RỦ BẠN CHƠI MAX 3D NGAY!",https://vnptpay.vn/web/khuyenmai/Vietlott_122021
16/12/2021 - 28/02/2022,Mở Mobile Money - Nhận 100K tức thì,https://vnptpay.vn/web/khuyenmai/mm_122021
08/12/2021 - 31/12/2021,Ưu đãi tới 50% hóa đơn VNPT,https://vnptpay.vn/web/khuyenmai/HD_122021
08/12/2021 - 28/12/2021,Thanh toán học phí tiết kiệm với VNPT Pay,https://vnptpay.vn/web/khuyenmai/hocphi_122021
08/12/2021 - 28/12/2021,Ưu đãi tới 10% nạp tiền di động VinaPhone,https://vnptpay.vn/web/khuyenmai/Topup_122021
01/12/2021 - 31/12/2021,VAY KHÔNG LÃI SUẤT - HOÀN TIỀN LÊN TỚI 200.000Đ,https://vnptpay.vn/web/khuyenmai/SHBFC_122021
30/11/2021,GIỚI THIỆU TÍNH NĂNG CHO VAY TIÊU DÙNG TRÊN VNPT PAY,https://vnptpay.vn/web/khuyenmai/SHBFC
19/11/2021 - 30/11/2021,Ưu đãi 9K nạp di động VinaPhone,https://vnptpay.vn/web/khuyenmai/Topup9k_112021
24/11/2021,Hướng dẫn đăng ký VNPT Mobile Money qua ứng dụng VNPT Pay,https://vnptpay.vn/web/khuyenmai/hddk_mm
19/11/2021,"CÓ SIM VINAPHONE - NẠP, RÚT, THANH TOÁN, CHUYỂN TIỀN TOÀN QUỐC",https://vnptpay.vn/web/trogiup/mobilemoney_chinhsach
19/11/2021,VNPT được cấp phép cung cấp dịch vụ Mobile Money,https://vnptpay.vn/web/khuyenmai/mobilemoney
12/11/2021 - 31/12/2021,Ưu đãi gói cước VinaPhone và DigiLife trên VNPT Pay,https://vnptpay.vn/web/khuyenmai/VNP_Digi_112021
09/11/2021 - 30/11/2021,Ưu đãi 10% nạp tiền di động VinaPhone,https://vnptpay.vn/web/khuyenmai/Topup_112021
05/11/2021 - 31/12/2021,Ưu đãi 20% mua bảo hiểm Học sinh sinh viên,https://vnptpay.vn/web/khuyenmai/HSSV_112021
15/10/2021 - 30/11/2021,Ưu đãi tới 30% hóa đơn VNPT trong 2 tháng,https://vnptpay.vn/web/khuyenmai/HD_102021
08/10/2021 - 08/11/2021,CÙNG VNPT PAY CHUNG TAY ĐÁNH BAY ĐẠI DỊCH,https://vnptpay.vn/web/khuyenmai/Topup_102021
01/10/2021,LOSHIP ĐÃ CÓ MẶT TRÊN VNPT PAY,https://vnptpay.vn/web/khuyenmai/Loship
01/10/2021,QUÉT QR CODE – THANH TOÁN TIỀN ĐIỆN 1 CHẠM CÙNG VNPT MONEY,https://vnptpay.vn/web/khuyenmai/QuetQR_Dien
23/09/2021,GIỚI THIỆU TÍNH NĂNG THU PHÍ BẾN XE TRÊN VNPT PAY,https://vnptpay.vn/web/khuyenmai/Thuphibenxe
17/09/2021,GIỚI THIỆU TÍNH NĂNG MUA BẢO HIỂM HỌC SINH SINH VIÊN TRÊN VNPT PAY,https://vnptpay.vn/web/khuyenmai/BaohiemHSSV
13/09/2021,Xổ số tự chọn Vietlott Max 3D ra mắt trên VNPT Pay,https://vnptpay.vn/web/khuyenmai/VietlottMax3d
15/09/2021 - 31/10/2021,Ưu đãi gói cước VinaPhone và DigiLife trên VNPT Pay,https://vnptpay.vn/web/khuyenmai/hoan50VNPDL_092021
01/09/2021,VNPT PAY THAY ĐỔI NHẬN DIỆN THƯƠNG HIỆU,https://vnptpay.vn/web/khuyenmai/VNPTPay_Thaydoilogo
10/09/2021 - 30/09/2021,THANH TOÁN RẢNH TAY - HOÀN NGAY TỚI 20% HÓA ĐƠN VNPT,https://vnptpay.vn/web/khuyenmai/thanhtoanhoadonVNPT_T9
01/09/2021 - 30/09/2021,ƯU ĐÃI 20% NẠP TIỀN DI ĐỘNG VINAPHONE,https://vnptpay.vn/web/khuyenmai/topup20_T9
01/09/2021 - 30/11/2021,Thanh toán học phí tiết kiệm với VNPT Pay,https://vnptpay.vn/web/khuyenmai/hocphi30_092021
01/09/2021 - 31/12/2021,THANH TOÁN MYTV - NHẬN NGAY ƯU ĐÃI,https://vnptpay.vn/web/khuyenmai/MyTV2021
10/09/2021 - 31/10/2021,Giới thiệu ví VNPT Pay - Nhận voucher 50.000đ,https://vnptpay.vn/web/khuyenmai/moibandungvi_2021
22/07/2021 - 21/09/2021,Ưu đãi khách hàng mới mua Bảo hiếm sức khỏe trên VNPT Pay,https://vnptpay.vn/web/khuyenmai/VBICare
01/09/2021 - 30/09/2021,THANH TOÁN NGAY - ƯU ĐÃI LIỀN TAY 350K++ TRÊN VNPT PAY,https://vnptpay.vn/web/khuyenmai/Uudaithang9
30/07/2021 - 30/09/2021,"THANH TOÁN ĐIỆN, NƯỚC SIÊU TIỆN SIÊU NHANH",https://vnptpay.vn/web/khuyenmai/EvnWate20_082021
22/07/2021 - 30/09/2021,ƯU ĐÃI MUA BẢO HIỂM VIETINBANK TRÊN VNPT PAY,https://vnptpay.vn/web/khuyenmai/BaohiemVBI_10K
23/07/2021 - 31/08/2021,ƯU ĐÃI GÓI CƯỚC VINAPHONE VÀ DIGILIFE TRÊN VNPT PAY,https://vnptpay.vn/web/khuyenmai/hoan50VNPDL_23072021
23/07/2021 - 31/08/2021,THANH TOÁN RẢNH TAY - HOÀN NGAY TỚI 20% HÓA ĐƠN VNPT,https://vnptpay.vn/web/khuyenmai/thanhtoanhoadonVNPT_T7_T8
28/07/2021 - 31/08/2021,ƯU ĐÃI 20% NẠP TIỀN DI ĐỘNG VINAPHONE,https://vnptpay.vn/web/khuyenmai/topup20_22072021
21/06/2021,HỌC ONLINE - NGẠI GÌ CORONA VỚI VNPT PAY,https://vnptpay.vn/web/khuyenmai/KhoahocUnica
30/06/2021 - 30/09/2021,"HOÀN TIỀN 30% MUA BẢO HIỂM Ô TÔ, XE MÁY TRÊN VNPT PAY",https://vnptpay.vn/web/khuyenmai/PTI50K
02/07/2021 - 31/12/2021,CHƯƠNG TRÌNH KHUYẾN KHÍCH NHÂN VIÊN TTKD MỜI MUA GÓI CƯỚC QUA VNPT PAY 2021,https://vnptpay.vn/web/khuyenmai/KKgoicuoc_2021
14/06/2021,GIỚI THIỆU TÍNH NĂNG MUA BẢO HIỂM Ô TÔ PTI VỚI VNPT PAY,https://vnptpay.vn/web/khuyenmai/BHotoPTI
16/06/2021,LIÊN KẾT NGÂN HÀNG VPBANK - THANH TOÁN HẾT Ý,http://vnptpay.vn/web/khuyenmai/lienketVPBank
10/06/2021,VNPT PAY: THÊM TÍNH NĂNG MỚI TIẾP SỨC HÀNH TRÌNH QUỸ VẮC-XIN COVID-19,https://vnptpay.vn/web/khuyenmai/UnghoVacxin
12/05/2021 - 09/08/2021,MIỄN PHÍ 30 NGÀY GÓI CƯỚC HBO GO TRÊN MYTV,https://vnptpay.vn/web/khuyenmai/free30ngayHBOGO
07/06/2021,LIÊN KẾT NGÂN HÀNG IVB - THANH TOÁN DỄ DÀNG,https://vnptpay.vn/web/khuyenmai/lienketIVB
01/06/2021 - 30/06/2021,XÀI VINA NHẬN ƯU ĐÃI TỚI 250K TRÊN VNPT PAY,https://vnptpay.vn/web/khuyenmai/Vina250k
12/05/2021,GIỚI THIỆU TÍNH NĂNG MUA BẢO HIỂM XE MÁY PTI VỚI VNPT PAY,https://vnptpay.vn/web/khuyenmai/BaohiemPTI
21/05/2021 - 30/06/2021,HOÀN 50% GÓI CƯỚC VINAPHONE VÀ DIGILIFE,https://vnptpay.vn/web/khuyenmai/hoan50_goicuocVNPDL
01/04/2021 - 31/05/2021,"ĐÓN HÈ SANG, NGẬP TRÀN QUÀ TẶNG 600K++ TRÊN VNPT PAY",https://vnptpay.vn/web/khuyenmai/chaohe2021
07/04/2021 - 01/06/2021,MUA BẢO HIỂM TNDS XE MÁY LÀ CHỌN VBI,https://vnptpay.vn/web/khuyenmai/VBI042021
02/02/2021 - 28/02/2021,DANH SÁCH KHÁCH HÀNG TRÚNG GIẢI CHƯƠNG TRÌNH QUÉT LOGO - LÁI Ô TÔ VỀ NHÀ CÙNG VNPT PAY,https://vnptpay.vn/web/khuyenmai/Ketqua_QuetLogoLaiotovenha
16/04/2021 - 31/05/2021,"VNPT PAY HOÀN TỚI 20% HÓA ĐƠN ĐIỆN, NƯỚC",https://vnptpay.vn/web/khuyenmai/EvnWater20_04_052021
09/04/2021 - 31/05/2021,ƯU ĐÃI 50% NẠP TIỀN DI ĐỘNG TRẢ TRƯỚC VÀ THANH TOÁN HÓA ĐƠN DI ĐỘNG TRẢ SAU VINAPHONE,https://vnptpay.vn/web/khuyenmai/TopupHD50_04_052021
06/04/2021,LIÊN KẾT TRỰC TIẾP NGÂN HÀNG AGRIBANK TRÊN ỨNG DỤNG VNPT PAY,https://vnptpay.vn/web/khuyenmai/lienketAgribank
09/04/2021 - 31/05/2021,THANH TOÁN HỌC PHÍ TIẾT KIỆM VỚI VNPT PAY,https://vnptpay.vn/web/khuyenmai/hocphi20_042021
26/03/2021 - 30/04/2021,MUA GÓI CƯỚC VINAPHONE NHẬN QUÀ THẢ GA,https://vnptpay.vn/web/khuyenmai/muagoicuocVNP
19/03/2021 - 30/06/2021,Mở ví VNPT Pay nhận quà ngay,https://vnptpay.vn/web/khuyenmai/vimoi_32021
17/03/2021,Mua Bảo hiểm VBI - Nhận quà ngay,https://vnptpay.vn/web/khuyenmai/muabaohiemVBInhanquangay
26/02/2021,THÊM GÓI CƯỚC RẺ VÔ CỰC TRÊN TÍNH NĂNG 'GÓI CƯỚC VINAPHONE',https://vnptpay.vn/web/khuyenmai/goi-cuoc-vinaphone-re-vo-cuc
26/02/2021,MUA SẮM TRỰC TUYẾN NGAY TRÊN ỨNG DỤNG VNPT PAY,https://vnptpay.vn/web/khuyenmai/mua-sam-truc-tuyen
26/02/2021,LIÊN KẾT NGÂN HÀNG HDBANK - NHẬN NGÀN ƯU ĐÃI,https://vnptpay.vn/web/khuyenmai/lienketviHDBank
23/02/2021 - 31/03/2021,THỔI BAY HÓA ĐƠN ĐIỆN GIẢM TỚI 20%,https://vnptpay.vn/web/khuyenmai/evn20_022021
26/02/2021,GIỚI THIỆU TÍNH NĂNG MUA BẢO HIỂM VIETINBANK VỚI VNPTPAY,https://vnptpay.vn/web/khuyenmai/muabaohiemVietinbank
26/02/2021,NĂM MỚI GẶP MAY CÙNG VNPT PAY,https://vnptpay.vn/web/khuyenmai/ctkmthang2_3_2021
05/02/2021 - 31/03/2021,THANH TOÁN HỌC PHÍ TIẾT KIỆM VỚI VNPT PAY,https://vnptpay.vn/web/khuyenmai/hocphi20_012021
05/02/2021 - 31/03/2021,ƯU ĐÃI 50% NẠP TIỀN DI ĐỘNG VINAPHONE,https://vnptpay.vn/web/khuyenmai/topup50_022021
07/04/2021 - 30/04/2021,MỞ TÀI KHOẢN NGAY - HOÀN 50% GIÁ TRỊ GIAO DỊCH VIETLOTT VINAPHONE,https://vnptpay.vn/web/khuyenmai/KMVietlott50
02/02/2021 - 28/02/2021,GIỚI THIỆU CHƯƠNG TRÌNH “QUÉT LOGO LÁI Ô TÔ VỀ NHÀ CÙNG VNPT PAY”,https://vnptpay.vn/web/khuyenmai/quetlogo_laiotovenha
05/02/2021 - 31/03/2021,THANH TOÁN RẢNH TAY- HOÀN NGAY TỚI 50% HÓA ĐƠN VNPT,https://vnptpay.vn/web/khuyenmai/50hdvnpt_022021
26/02/2021,GIỚI THIỆU TÍNH NĂNG NẠP TIỀN TÀI KHOẢN VETC VỚI VNPT PAY,https://vnptpay.vn/web/khuyenmai/naptientaikhoanvetc
03/02/2021,GIỚI THIỆU TÍNH NĂNG QR LÌ XÌ TRÊN ỨNG DỤNG VNPT PAY,https://vnptpay.vn/web/khuyenmai/qrlixi_2021
20/07/2021 - 31/12/2021,KHUYẾN KHÍCH NHÂN VIÊN PHÁT TRIỂN VÍ VNPT PAY 2021,https://vnptpay.vn/web/khuyenmai/gioithieuvi_2021
08/01/2021 – 31/01/2021,Thanh toán học phí tiết kiệm với VNPT Pay,https://vnptpay.vn/web/khuyenmai/hocphi20_012021
 08/01/2021 – 31/1/2021,ƯU ĐÃI 50% NẠP TIỀN DI ĐỘNG VINAPHONE,https://vnptpay.vn/web/khuyenmai/topup50_012021
04/12/2020,Mua gói Vina – nghe gọi thả ga – data thỏa thích cùng VNPT Pay,https://vnptpay.vn/web/khuyenmai/muagoivina
,VNPT PAY: BÙNG NỔ ƯU ĐÃI CUỐI NĂM 2020,https://vnptpay.vn/web/khuyenmai/ctkmthang12_2020
"
                                                04/12/2020 – 31/12/2020
                                            ",Mở ví ngay – Quà liền tay,https://vnptpay.vn/web/khuyenmai/QR50_122020
"
                                                04/12/2020 – 31/12/2020
                                            ",Thanh toán học phí tiết kiệm với VNPT Pay,https://vnptpay.vn/web/khuyenmai/hocphi20_122020
"
                                                04/12/2020 - 31/12/2020
                                            ",THỔI BAY HÓA ĐƠN ĐIỆN GIẢM TỚI 20%,https://vnptpay.vn/web/khuyenmai/evn20_122020
"
                                                01/12/2020 – 31/12/2020
                                            ",Thanh toán đơn hàng – Nhận ngàn ưu đãi,https://vnptpay.vn/web/khuyenmai/donhang_122020
"
                                                01/11/2020 – 30/11/2020
                                            ",ĐẠI TIỆC KHUYẾN MẠI THÁNG 11 CÙNG VNPT PAY,https://vnptpay.vn/web/khuyenmai/ctkmthang11_2020
"
                                                13/11/2020 – 27/12/2020
                                            ",ƯU ĐÃI 50% NẠP TIỀN DI ĐỘNG VINAPHONE,https://vnptpay.vn/web/khuyenmai/topup50_112020
"
                                                06/11/2020 – 27/12/2020
                                            ",THANH TOÁN RẢNH TAY- HOÀN NGAY TỚI 50% HÓA ĐƠN VNPT,https://vnptpay.vn/web/khuyenmai/50hdvnpt_112020
"
                                                01/11/2020 – 30/11/2020
                                            ",THỔI BAY HÓA ĐƠN ĐIỆN GIẢM TỚI 20%,https://vnptpay.vn/web/khuyenmai/evn20_112020
"
                                                01/11/2020 – 30/11/2020
                                            ",Thanh toán học phí tiết kiệm với VNPT Pay,https://vnptpay.vn/web/khuyenmai/hocphi20_112020
"
                                                01/11/2020 – 30/11/2020
                                            ",Thanh toán đơn hàng – Nhận ngàn ưu đãi,https://vnptpay.vn/web/khuyenmai/donhang_112020
"
                                                20/10/2020
                                            ",SIÊU TO KHỔNG LỒ 50% NẠP TIỀN DI ĐỘNG VINAPHONE,https://vnptpay.vn/web/khuyenmai/topup50_20102020
"
                                                Từ 05/10/2020 đến 31/10/2020
                                            ",THỔI BAY HÓA ĐƠN ĐIỆN GIẢM TỚI 20%,https://vnptpay.vn/web/khuyenmai/evn20_102020
"
                                                Từ 01/10/2020 – 31/10/2020
                                            ",THANH TOÁN HỌC PHÍ TIẾT KIỆM VỚI VNPT PAY,https://vnptpay.vn/web/khuyenmai/hocphi20_102020
"
                                                Từ 01/10/2020 – 31/10/2020
                                            ",Thanh toán đơn hàng – Nhận ngàn ưu đãi,https://vnptpay.vn/web/khuyenmai/donhang_102020
"
                                                Từ 01/10/2020 – 31/10/2020
                                            ",THANH TOÁN RẢNH TAY - GIẢM NGAY TỚI 20% HÓA ĐƠN VNPT,https://vnptpay.vn/web/khuyenmai/20hdvnpt_102020
"
                                                Từ 01/10/2020 – 31/10/2020
                                            ",ƯU ĐÃI 10% NẠP TIỀN DI ĐỘNG VINAPHONE,https://vnptpay.vn/web/khuyenmai/topup10_102020
"
                                                01/9/2020 – 30/9/2020
                                            ",THANH TOÁN ĐƠN HÀNG - NHẬN NGÀN ƯU ĐÃI,https://vnptpay.vn/web/khuyenmai/donhang_01092020
"
                                                01/9/2020 – 30/9/2020
                                            ",THANH TOÁN RẢNH TAY - GIẢM NGAY TỚI 20% HÓA ĐƠN VNPT,https://vnptpay.vn/web/khuyenmai/20hdvnpt_01092020
"
                                                28/8/2020 – 30/9/2020
                                            ",THANH TOÁN HỌC PHÍ TIẾT KIỆM VỚI VNPT PAY,https://vnptpay.vn/web/khuyenmai/hocphi20_28082020
"
                                                Từ 17/7/2020 đến 17/8/2020
                                            ",Thổi bay hoá đơn Điện giảm tới 20%,https://vnptpay.vn/web/khuyenmai/evn20_17072020
"
                                                10/07/2020 – 16/07/2020
                                            ",MỞ VÍ DỄ DÀNG – NHẬN NGÀN ƯU ĐÃI,https://vnptpay.vn/web/khuyenmai/topup50_10072020
"
                                                10/07/2020 – 31/07/2020
                                            ",ƯU ĐÃI 10% NẠP TIỀN DI ĐỘNG TRẢ TRƯỚC VINAPHONE,https://vnptpay.vn/web/khuyenmai/topup10_10072020
"
                                                01/07/2020 – 31/07/2020
                                            ",THANH TOÁN RẢNH TAY GIẢM NGAY TỚI 20% HOÁ ĐƠN VNPT,https://vnptpay.vn/web/khuyenmai/20hdvnpt_01072020
"
                                                20/06 – 20/07/2020
                                            ",Thanh toán dài hạn – Hoàn tiền liền tay,https://vnptpay.vn/web/khuyenmai/donhang_26032020
,Thông báo: Người dùng ví điện tử cần xác thực tài khoản theo Thông tư 23,https://vnptpay.vn/web/khuyenmai/dinhdanhol
,Thông báo dừng cung cấp thẻ ngân hàng trả trước trên VNPT Pay,https://vnptpay.vn/web/khuyenmai/thongbao
